"Sex" "Length" "Diameter" "Height" "Whole weight" "Shucked weight" "Viscera weight" "Shell weight" "Rings"
"3309" "M" 0.275 0.2 0.08 0.099 0.037 0.024 0.03 5
"927" "I" 0.43 0.325 0.09 0.425 0.217 0.087 0.095 7
"1941" "F" 0.625 0.52 0.18 1.354 0.4845 0.351 0.375 11
"639" "I" 0.44 0.345 0.12 0.487 0.1965 0.108 0.16 14
"353" "M" 0.57 0.46 0.14 0.9535 0.4465 0.2065 0.245 12
"2601" "F" 0.615 0.485 0.16 1.1575 0.5005 0.2495 0.315 10
"559" "F" 0.66 0.53 0.17 1.326 0.519 0.2625 0.44 13
"3108" "I" 0.37 0.275 0.1 0.2815 0.1505 0.0505 0.068 5
"2662" "M" 0.565 0.43 0.13 0.784 0.3495 0.1885 0.213 9
"3145" "F" 0.625 0.48 0.2 1.3235 0.6075 0.3055 0.355 9
"788" "M" 0.495 0.385 0.135 0.709 0.211 0.1375 0.262 12
"1756" "F" 0.72 0.525 0.18 1.445 0.631 0.3215 0.435 7
"2363" "F" 0.66 0.525 0.205 1.3665 0.5005 0.291 0.41 18
"2359" "F" 0.61 0.485 0.21 1.3445 0.535 0.2205 0.515 20
"1885" "M" 0.555 0.4 0.13 0.7075 0.332 0.1585 0.18 7
"164" "F" 0.725 0.56 0.21 2.141 0.65 0.398 1.005 18
"686" "M" 0.565 0.44 0.185 0.909 0.344 0.2325 0.255 15
"3569" "I" 0.58 0.46 0.14 0.8295 0.3915 0.165 0.238 10
"2531" "F" 0.6 0.485 0.165 1.1405 0.587 0.2175 0.288 9
"1531" "M" 0.75 0.55 0.18 1.893 0.942 0.397 0.445 11
"240" "I" 0.16 0.12 0.035 0.021 0.0075 0.0045 0.005 5
"1087" "I" 0.445 0.335 0.11 0.411 0.1985 0.0935 0.109 8
"1256" "I" 0.425 0.32 0.1 0.3055 0.126 0.06 0.106 7
"1132" "M" 0.565 0.435 0.15 0.99 0.5795 0.1825 0.206 8
"4115" "F" 0.57 0.45 0.15 0.9645 0.531 0.189 0.209 9
"1267" "I" 0.46 0.35 0.105 0.3705 0.1575 0.077 0.114 9
"3151" "F" 0.655 0.505 0.165 1.367 0.5835 0.3515 0.396 10
"1083" "I" 0.435 0.345 0.115 0.418 0.222 0.0735 0.106 7
"2576" "M" 0.5 0.375 0.145 0.6215 0.274 0.166 0.1485 7
"3602" "I" 0.37 0.285 0.095 0.226 0.1135 0.0515 0.0675 8
"501" "F" 0.58 0.44 0.18 0.854 0.3665 0.1635 0.245 12
"313" "M" 0.595 0.455 0.195 1.3305 0.4595 0.3235 0.345 19
"1859" "F" 0.51 0.4 0.12 0.7005 0.347 0.1105 0.195 10
"1867" "I" 0.52 0.385 0.115 0.581 0.2555 0.156 0.143 10
"3916" "I" 0.56 0.445 0.165 1.0285 0.4535 0.253 0.275 11
"1507" "F" 0.64 0.515 0.205 1.5335 0.6635 0.3345 0.4025 9
"2352" "M" 0.59 0.475 0.16 0.9455 0.3815 0.184 0.27 19
"3093" "M" 0.51 0.395 0.125 0.5805 0.244 0.1335 0.188 11
"50" "F" 0.525 0.425 0.16 0.8355 0.3545 0.2135 0.245 9
"889" "F" 0.68 0.56 0.195 1.7775 0.861 0.322 0.415 11
"2615" "M" 0.645 0.49 0.16 1.251 0.5355 0.3345 0.3165 9
"3604" "I" 0.42 0.325 0.11 0.325 0.1245 0.0755 0.1025 7
"1442" "I" 0.405 0.3 0.105 0.304 0.1455 0.061 0.0805 6
"296" "I" 0.295 0.215 0.085 0.128 0.049 0.034 0.04 6
"1061" "I" 0.265 0.195 0.055 0.084 0.0365 0.0175 0.025 7
"2451" "F" 0.42 0.33 0.125 0.463 0.186 0.11 0.145 10
"2306" "F" 0.55 0.415 0.135 0.775 0.302 0.179 0.26 23
"2193" "F" 0.575 0.485 0.165 1.0405 0.419 0.264 0.3 14
"2521" "M" 0.525 0.425 0.19 0.872 0.4625 0.1725 0.199 9
"650" "F" 0.475 0.36 0.125 0.447 0.1695 0.081 0.14 9
"203" "F" 0.5 0.4 0.145 0.63 0.234 0.1465 0.23 12
"145" "M" 0.475 0.375 0.13 0.5175 0.2075 0.1165 0.17 10
"355" "M" 0.635 0.515 0.17 1.275 0.509 0.286 0.34 16
"1770" "M" 0.445 0.32 0.12 0.414 0.199 0.09 0.117 7
"1105" "I" 0.51 0.405 0.125 0.6795 0.3465 0.1395 0.182 8
"4019" "M" 0.66 0.485 0.155 1.2275 0.61 0.274 0.3 8
"1649" "M" 0.59 0.49 0.165 1.207 0.559 0.235 0.309 10
"922" "I" 0.42 0.32 0.115 0.376 0.169 0.092 0.1 5
"769" "F" 0.55 0.43 0.155 0.785 0.289 0.227 0.233 11
"3851" "F" 0.375 0.295 0.11 0.3005 0.1255 0.0575 0.1035 7
"1576" "I" 0.485 0.375 0.13 0.6025 0.2935 0.1285 0.16 7
"1005" "F" 0.605 0.49 0.15 1.1345 0.5265 0.2645 0.295 9
"1545" "I" 0.37 0.27 0.095 0.2175 0.097 0.046 0.065 6
"936" "I" 0.45 0.345 0.11 0.47 0.2355 0.0855 0.1135 7
"952" "M" 0.48 0.36 0.1 0.439 0.194 0.099 0.115 8
"1340" "F" 0.58 0.445 0.15 0.858 0.4 0.156 0.253 8
"1566" "I" 0.46 0.355 0.11 0.4255 0.2015 0.081 0.13 7
"3462" "F" 0.625 0.495 0.16 1.1115 0.4495 0.2825 0.345 11
"1898" "M" 0.57 0.415 0.13 0.88 0.4275 0.1955 0.238 13
"2424" "F" 0.41 0.315 0.11 0.321 0.1255 0.0655 0.095 10
"1458" "F" 0.475 0.365 0.115 0.566 0.281 0.117 0.1335 7
"1586" "I" 0.515 0.36 0.125 0.4725 0.1815 0.125 0.138 9
"1744" "M" 0.685 0.52 0.15 1.3735 0.7185 0.293 0.32 11
"3600" "M" 0.735 0.555 0.22 2.333 1.2395 0.3645 0.6195 12
"3293" "F" 0.495 0.375 0.15 0.597 0.2615 0.135 0.178 11
"1392" "F" 0.635 0.495 0.175 1.211 0.707 0.2725 0.323 9
"3207" "I" 0.295 0.215 0.075 0.116 0.037 0.0295 0.04 8
"762" "F" 0.55 0.44 0.155 0.946 0.313 0.1825 0.335 16
"3066" "F" 0.64 0.485 0.145 1.1335 0.5525 0.2505 0.3015 11
"472" "F" 0.515 0.405 0.12 0.646 0.2895 0.1405 0.177 10
"2469" "F" 0.37 0.275 0.08 0.227 0.093 0.0625 0.07 8
"4079" "M" 0.55 0.43 0.18 0.8265 0.4405 0.159 0.225 10
"3966" "I" 0.295 0.22 0.07 0.1365 0.0575 0.0295 0.035 6
"3595" "F" 0.66 0.5 0.155 1.3765 0.6485 0.288 0.335 12
"883" "M" 0.655 0.58 0.205 2.0805 0.959 0.3415 0.601 17
"2928" "F" 0.61 0.47 0.195 1.2735 0.469 0.3315 0.398 12
"2840" "F" 0.59 0.455 0.15 0.976 0.465 0.2055 0.2765 10
"2600" "M" 0.61 0.48 0.15 1.1495 0.564 0.274 0.264 8
"3659" "I" 0.535 0.45 0.155 0.8075 0.3655 0.148 0.2595 10
"2764" "I" 0.55 0.425 0.135 0.656 0.257 0.17 0.203 10
"538" "M" 0.29 0.23 0.075 0.1165 0.043 0.0255 0.04 7
"3395" "M" 0.62 0.48 0.16 1.0765 0.412 0.253 0.3 13
"2572" "M" 0.465 0.34 0.105 0.486 0.231 0.1035 0.1225 9
"252" "M" 0.59 0.47 0.18 1.1235 0.4205 0.2805 0.36 13
"2991" "F" 0.59 0.44 0.14 1.007 0.4775 0.2105 0.2925 9
"461" "M" 0.38 0.285 0.1 0.2665 0.115 0.061 0.075 11
"2755" "I" 0.525 0.385 0.13 0.607 0.2355 0.125 0.195 8
"2409" "I" 0.62 0.485 0.17 1.208 0.4805 0.3045 0.33 15
"2943" "M" 0.63 0.53 0.18 1.2795 0.618 0.256 0.315 9
"1228" "I" 0.35 0.255 0.09 0.1785 0.0855 0.0305 0.0525 8
"1906" "I" 0.575 0.45 0.135 0.8715 0.45 0.162 0.225 10
"4094" "M" 0.63 0.485 0.18 1.2435 0.5175 0.308 0.37 11
"4060" "M" 0.515 0.39 0.12 0.6125 0.302 0.1365 0.1415 8
"2268" "F" 0.61 0.48 0.175 1.0675 0.391 0.216 0.42 15
"3719" "I" 0.36 0.25 0.115 0.465 0.21 0.1055 0.128 7
"1040" "F" 0.66 0.475 0.18 1.3695 0.641 0.294 0.335 6
"1235" "I" 0.375 0.29 0.095 0.213 0.096 0.041 0.061 5
"2412" "I" 0.5 0.395 0.12 0.537 0.2165 0.1085 0.1785 9
"1904" "M" 0.575 0.445 0.145 0.876 0.3795 0.1615 0.27 10
"3482" "I" 0.465 0.345 0.105 0.4015 0.242 0.0345 0.109 6
"2291" "I" 0.325 0.27 0.1 0.185 0.08 0.0435 0.065 6
"1724" "F" 0.655 0.505 0.19 1.3485 0.5935 0.2745 0.425 12
"2361" "F" 0.545 0.44 0.175 0.7745 0.2985 0.1875 0.265 11
"177" "I" 0.315 0.21 0.06 0.125 0.06 0.0375 0.035 5
"56" "F" 0.5 0.4 0.14 0.6615 0.2565 0.1755 0.22 8
"3190" "M" 0.55 0.405 0.15 0.9235 0.412 0.2135 0.24 7
"2631" "I" 0.355 0.285 0.095 0.2275 0.0955 0.0475 0.0715 6
"3101" "M" 0.58 0.43 0.125 0.9115 0.446 0.2075 0.121 10
"1109" "I" 0.515 0.385 0.125 0.6115 0.3175 0.1265 0.15 8
"3831" "M" 0.5 0.385 0.12 0.6335 0.2305 0.125 0.235 14
"135" "I" 0.265 0.2 0.065 0.0975 0.04 0.0205 0.028 7
"2960" "F" 0.66 0.525 0.16 1.277 0.4975 0.319 0.394 13
"3896" "F" 0.595 0.5 0.18 1.053 0.4405 0.192 0.39 13
"1404" "F" 0.65 0.51 0.17 1.567 0.7245 0.349 0.391 10
"2475" "M" 0.605 0.49 0.145 1.3 0.517 0.3285 0.31 14
"3927" "I" 0.58 0.42 0.16 0.728 0.2725 0.19 0.19 14
"1956" "F" 0.645 0.51 0.18 1.6195 0.7815 0.322 0.4675 12
"732" "M" 0.545 0.42 0.13 0.879 0.374 0.1695 0.23 13
"3474" "I" 0.21 0.15 0.055 0.0455 0.02 0.0065 0.013 4
"2402" "F" 0.585 0.415 0.155 0.6985 0.3 0.146 0.195 12
"2453" "M" 0.395 0.305 0.105 0.282 0.0975 0.065 0.096 9
"2380" "F" 0.36 0.265 0.09 0.2165 0.096 0.037 0.0735 10
"3380" "I" 0.295 0.21 0.08 0.1 0.038 0.026 0.031 8
"4063" "M" 0.63 0.49 0.15 1.1955 0.5845 0.257 0.3 9
"3351" "I" 0.445 0.345 0.13 0.4075 0.1365 0.0645 0.18 11
"452" "F" 0.675 0.535 0.16 1.41 0.592 0.3175 0.42 16
"3533" "I" 0.38 0.285 0.09 0.2305 0.1005 0.039 0.0775 7
"1632" "I" 0.57 0.445 0.145 0.7405 0.306 0.172 0.1825 12
"270" "F" 0.45 0.36 0.125 0.4995 0.2035 0.1 0.17 13
"2923" "M" 0.6 0.465 0.165 1.0475 0.465 0.2345 0.315 11
"707" "M" 0.315 0.25 0.09 0.203 0.0615 0.037 0.0795 11
"2780" "M" 0.59 0.47 0.145 0.9235 0.4545 0.173 0.254 9
"2379" "I" 0.415 0.325 0.115 0.3285 0.1405 0.051 0.106 12
"403" "F" 0.435 0.325 0.11 0.4335 0.178 0.0985 0.155 7
"1513" "F" 0.65 0.5 0.16 1.3825 0.702 0.304 0.3195 9
"1283" "M" 0.5 0.42 0.135 0.6765 0.302 0.1415 0.2065 9
"3816" "I" 0.46 0.34 0.1 0.386 0.1805 0.0875 0.0965 8
"2701" "M" 0.67 0.51 0.18 1.68 0.926 0.2975 0.3935 13
"283" "F" 0.455 0.355 0.12 0.4495 0.177 0.104 0.15 9
